label,label_text,clean_text
1,Positive,هي تلخيص لرحله اكتشاف الذات عبر الخبرات والعلامات الربانيه والاجتهاداتوالتحديات ترنيمه فؤادي لا اله الا الله هي وطني هي سكني وفي الترحال تصحبني هي زادي هي املي وفي الكربات تنقذني هي عمري وانفاسي وترياقي هي احلي اذكاري وكلماتي هي للقلب دقاته هي للحلم ملهمه فخطواتي تعشقها ونظراتي تلملمها وكل الكون يعرفها ويعزفها خلاياي تدندنها وذراتي ترددها ساحيا عمري اعشقها وانسج من لالئها حياه لي وللناس هي وطني هي سكني وفي الترحال تصحبني هي زادي هي املي وفي الكربات تنقذني هي عمري وانفاسي وترياقي هي احلي اذكاري وكلماتي
2,Mixed,خاليه من عنصر التشويق الحاد الغلاف واسم الروايه ذو طابع خاص جديد وغير مالوف علي الاقل بالنسبه الي اعجبت بطريقه الكاتب المثيره للقارئ لحيز القرايه والتشوق ووضعها في مقدمه الكتاب بالمقارنه بين بطله الروايه الحوريه ديليسن و شكسبير ووضعها في مقولته الشهيره اننا مصنوعون من ماده الاحلام احببت في حوريه لمستها الاضافيه اثناء محاكتها للممثلين وروايتها لما تري بحسب ما تتخيله فهي تضع بصمتها مثلما تقول اني اري ذلك الحدث بعينا مختلفه وسوف ابرهن علي ذلك بتميزي شعرت اثناء القراءه بشعور العلبه الصفيحه اللي مرميه في فيلم ابيض واسود قديم وان كان هذا ما يريده الكاتب فهنيئا لقد حظيت به من راي لا ينصح بقراتها لذوي الاكتئاب وما شبه ذلك من احاسيس مبغته
1,Positive,روايه رائعه و بتعبر عن حال مصر بشكل كبيير ضحكتني جداا للاسف علي اللي احنا وصلنالو و كمان اسلوب الكتابه اللي شدني للقرايه و اتمني اني بعض سنين اقرا الكتاب ده تاني و اعتبرو خلاص من الماضي و ينتهي الفساد في مصر كليا
0,Negative,بسم الله الرحمن الرحيم مبدايا انا اول مره اعمل ريفيو عن روايه مع اني من عشاق الروايات و مع اختلاف التعابير لكل مؤلف في كل روايه فانا مش باعتبر اي روايه سيئه اصلا طالما طلعت باستفاده او بخيال اربكني و اسعدني لكن الروايه دي بالذات كنت منتظراها علي احر من الجمر بعد طبعا ما عاصرت هيبتا و شوفت جماهيريتها لكن الروايه دي بجد كنت بازق في الايام عشان تخلص كنت باحس انها بتموتني بالبطئ فيها كميه فذلكه غيير عاديه و غير متوقعه من الكاتب الصراحه كنت متوقعه اقوي من كده بس انا كقارئه حسيت ان الكاتب بالروايه دي جاب طوبه و خبطني بيها طبعا الغلاف تحفه و خاصه في الحر القاتل اللي احنا فيه ده ندخل بقي علي موضوع الروايه و حسين عارف اللي بيدور علي عشر اسباب للحياه و عمل صفحه علي الفيس عشان يشاركنا مغامراته و عمال بيوصفلنا عمقه و فلسفه الموت و الموت هو المنتصر الوحيد ولو الحب اقوي من الموت اثبت جمله فريده المنياوي مراته كلمه اثبت دي هي اللي خلته طول الروايه قاعد بيثبت و بصراحه برضه ما اقتنعتش اصلا بولا سبب الروايه بتدور حول فلسفه الموت و بصراحه الفلسفه دي مخلتنيش افكر اصلا و المفروض الفلسفه هي دعوه الي الفكر نيجي بقي للمي واحده عاوزه تموت نفسها و عاوزه بس حبه تشجيع وقالت لحسن اللي عاوز يثبتلها انه صديق بجد و راحت لحسين عشان يشجعها انهم يموتوا سوا عاوزه تهرب من حياتها من جوزها الخاين عديم الشرف بصراحه يا خساره و علي الكاتب انه يعيد نظر
0,Negative,انا كرهت هذه الروايه ،، بعد ان انهيتها تذكرت ذلك الهتاف الشهير سيما اونطه هاتوا فلوسنا ،، فعلا وحقا هذه الروايه اونطه ،، خدعت فيها للاسف ملحوظه لا ادري سر عشق المنسي قنديل للمشاهد الجنسيه ،، افسد علي الاستمتاع بروايه مثل قمر سمرقند وادخل الجنس حتي في كتاباته عن التراث كما في كتاب وقائع عربيه ،، الرجل يمتلك قلم حساس لماذا يصر علي تشويهه بهذا الاسلوب المستفز ؟ ملحوظه افضل ما في هذه الروايه غلافها ،، وغلافها فقط ،، ولعله هو السبب في انني لم القي بالراويه في سله المهملات
1,Positive,قرئتها كمدونات منفصله واعجبتني كثيرا ولكن وجود اللون خلفيه للكلام وصل معاه احساس جديد ولكني كنت اتمني الوان اكثر
2,Mixed,مرضي المنتجع بشكل عام جيد والموقع بعد جيد جدا يوجد بعض البعوض القارص في الغرفه طول ايام فتره السكن
0,Negative,من كتب علاء الاسواني الي كتب احمد مراد حال موضه القراءه في العالم العربي فبراير في معرض الكتاب بالقاهره تطل الطبعه السابعه من الروايه في مكتبه الشروق بروباجندا علاء الاسواني وسمعته دفعت الجميع للتزاحم علي جبل النسخ من الكتاب الروايه في مجملها روايه جنسيه خيالات مريضه وانحرافات للشخصيات حشو جنسي غير مهم للاحداث الروايه جيده لتجسيد حاله غربه المصريين في امريكا فقط
1,Positive,استثنائي المسبح كبير ونظيف ومميز طاقم العمل راقي النظافه في جميع انحاء الفندق التعامل الحسن من الجميع الهدوء وكل شي تقريبا الغرفه غير مفروشه
1,Positive,جيد الموقع والمواقف والمساحه و التعامل و الخدمات جيده لايوجد افطار والنظافه نوعا ماودوره المياه صغيره وتصريف الماء غير جيد
0,Negative,روايه جدا عاديه، تشد القارئ علي امل ان تقوم جمانه الشخصيه الرئيسه للروايه بفعل يسترد لكرامتها، او اقلها ان تنسحب بكرامه ضعف شخصيه المراه في هذه الروايه مستفز وغير واقعي، الا انني يجب ان اشهد للكاتبه ببراعه تصوير عزيز فجعلت القارئ نفسه يتخبط ما بين حبه وكرهه في نفس الوقت قراءه سلسه، لغه بسيطه، سريعه الاحداث
0,Negative,خذلتني هذه المره امير تاج السر مجرد سرد غير محدد الوجهه او الهدف او حتي ممتع من ناحيه احداث دراميه
1,Positive,رائع السعر كان جيد ومناسب الفطور كان متنوع وشامل كل شي عدم وجود عوازل بين الغرف صغر حجم الغرفه مقارنه بالصور الموجوده في بوكنق
0,Negative,ضعيف موقع الفندق روعه التلاعب في اسعار بوكينق وتفضيل من هم متواجدين في اللوبي علي الحاجزين بالبوكينق مع اني جيت قبلهم
2,Mixed,تراكم سياسات غلط وتغير اهداف الافراد في الجيش وترسيخ مبدا الترقيه في مقابل الولاء والعك اللي بيحصل تحت اسم الاكتفاء الذاتي للجيش والانفصال عن الدوله لفوق الدوله مش الاستقلال بس ومفيش شفافيه مفيش محاسبه مفيش عقيده حقيقيه مفيش امل مفيش داعي
1,Positive,بصراحه مطاعم البندر للحفلات ،ارقي مطعم انا سويت عنده بوفيهات واقيمهم بدرجه
2,Mixed,احتاج ان اقرا عن كل فصل كتبا مفصله
2,Mixed,اين الاداره السابقه للاسف الفندق تعير بالفعلل الاسوا الاستقبال سيء جدا بدون اهتمام كما كان سابقا
0,Negative,كتاب ناقد ساخر سياسي اجتماعي بتنجاني الكتاب عباره عن مجموعه من المقالات نشرت للمؤلف في الدستور بعضها سياسي و الاخر اجتماعي و معظمهم ساخر مبهج
0,Negative,الواقع خلاف ما هو مذكور بموقع بوكينق الموقع و قربه للحرم ضيق الغرف و هي ليست مخصصه لاربعه اشخاص كما ذكر بالموقع التاخير باحضار الاسره الباقيه لاكمال اربعه اسره ثلاجه احد الغرف لا تعمل تصريف البانيو بدوره المياه بحاجه تسليك خزانه احد الغرف لا تعمل عدم الرد علي تلفون الاستعلامات و الخدمات
1,Positive,ايه ده يا عم امير ؟ ايه الروايه دي بقي ؟ لا شئ مما سبق فعلا اقسم بالله انت قلت في الفيس بوك قبل نزول الروايه انك هتشفق علينا منها انا بصراحه كنت فاكرك بتبالغ والصيت ولا الغنا وكده لكن فعلا انت ملكش حل اقسم بالله مسكت الروايه ومسبتهاش من ايدي حته في المواصلات ووصلت الشغل وكملت موقفتش برضه الوصف ممتاز وطريقتك وانت بتتكلم علي لسان ست في منطقه شعبيه حسستني ان اللي كاتب الكلام ده واحده بيئه من بولاق قدرت تكتب علي لسان كل الشخصيات بشكل مبهر ده ولا كاني في فيلم بيتحرك ادامي كرهت ميتين ام هيثم ومنكرش ان المجتمع فيه منه كتير اوي وكل يوم بنلاقي عنتيل من ده النهايه منطقيه جدا والفلاش باك والساسبنس اللي في الاخر خلوني كنت هصوت اقسم بالله برافو عليك يا فنان وفعلا انت بتثبت كل شويه انك كاتب من طراز مختلف ومستقبلك حيكون كبير خمس نجوم ولو معايا خمسين نجمه مش كتير عليك يا جامد
2,Mixed,الروايه مبنيه علي مذاكرات مدرس تاريخ تنعكس في كلماته مدي معاناه اهل النوبه ، ولايعيب هذا الكتاب سوي عدم وجود هوامش
1,Positive,عشت في الروايه مع رقيه شميت ريحه بحر الطنطوريه من بين السطور سمعت اغاني مريم من بين ثنايا الكلمات شوفت منظر الدم وقذف بيروت وقري فلسطين عشت فتره جميله بين اسي وفرحه وترقب روايه جميله جدا
2,Mixed,لاباس به الفندق قريب من الحرملاتوجد مواقفالخدمه سيئهنظيف قربه من الحرموالسعر
1,Positive,عن روايه ساق البامبو هذه الروايه من اروع ما قرات في حياتي لقد اخذني الكاتب سعود في رحله عبر الزمان و المكان الي عالم جديد لم اطاه الي تلك اللحظه التي امسكت بها بصفحات الكتاب فعشت تماما بكل الشخصيات التي اختلقها و تعاطفت كثيرا مع عيسي او هوسيه بمشكلته التي لا حل لها كونه لا منتمي الي اي وطن فيهما و حيرته بين الكويت و الفلبين بكونه فلبيني لا يستطيع الحياه علي هذا المبدا و لكن يتواتر هذا النصف مع نصفه الكويتي كما ابهرني كثيرا بحثه المضني عن الله تعالي بين ديانات عديده تلك الفرصه التي لم تتاتي للكثير مننا بحكم الولاده في دين معين و هي نعمه بالطبع من عند الله تعالي توحده بالطبيعه و حبه الطاغي لها جعلني كما لو كنت اشم روائح الطبيعه و اجلس تحت شجره المانجو الكبيره في حديقه جده ذلك الرجل الذي انهكته الحرب فاطارت جزءا من عقله كما ان اسطوره الاناناس الذي ذكرها الكاتب كانت كمعلومه جديده من نوعها احببت الكويتعلي الرغم ما فيها من سلبيات كما احببت مصر نزعت الغبار عن الحس الانساني بداخلي تجاه كل البشر كافه ؛ فان لكل من فيهم كيان و مشاعر و انتماء و ظروف يجب احترامها تماما وعدم معامله البشر كالات لا تعقل او تفهم متعه القراءه في هذه الروايه لا تنتهي فهي تحفه فنيه يفخر كل عربي بوجودها خالص تحياتي
2,Mixed,مقبول الغرفه لا باس بها واسعه بشكل مقبول ومرضي بالاضافه للحمامالموقع لا باس به ايضا الانترنت جيد بدرجه كافيه ومرضيه لايوجد شطاف بالحمام مما يجعل الامر غير مقبولالسرير للامانه غير مريح بالمره وهذا طبقا للجناح الذي سكنت به
0,Negative,الفندق سئ جدا اصوات ضوضاء كثيره خاصه بالليل ولايوجد احترام للعميل الواي فاي ضعيف وكانه غير موجود ماء الغسيل وسخ بصراحه يصلح للناس اللي لاتوجد معها فلوس زياده ونصيحه لكل من معه مال اكثر ولو بقليل ان يذهب الي فندق محترم اكثر منه هذه الملاحظه سوف يتم نشرها في مواقع الحجوزات عده لمعرفه الناس بفندقكم ، فليس جميل ان ياتي اي احد من بلد الي اخر ويري سوء المعامله
0,Negative,اسلوب سيء للغايه والروايه مفتعله و مبتذله كراي شخصي انا باكره ادب العاميه و قريت الروايه دي كتجربه و اثبتت كرهي جدا مش حاتكلم علي الكوميديا لانها سخيفه بالنسبالي ممكن ضحكت غيري اذواق عادي لكن الاسلوب مبتذل جدا
0,Negative,حسيت انه فيلم اكتر من انه روايه، عجبتني الحبكه القصصيه، و تتابع الاحداث روايه مش مرهقه في القرايه بالرغم انها طويله
1,Positive,جيد جدا المكان والغرفه والسعر مناسب لم يعجبني وقت الصباح العمال يشتغلون فالسقف و عاملين ازعاج
2,Mixed,مبدئيا كده لو حبيت اقيم الكتاب هديله نجمتين ونص اقرب ل نجوم الكتاب ده انا بدات فيه من حوالي شهرين ونص انزعجت من كم الاحصاءات اللي قابلتني في الاول وقفلت وركنته معرفش ليه قررت اقراه وفي الوقت ده بالذات وعشان نتكلم كفنيين اسم الكتاب يخليك تشتريه وانت مغمض وخاصه اذا كان صاحب العمل هو د ياسر ثابت الاحصاءات الكتيره دي ضايقتني كنت بمر عليها مرور الكرام ممكن غيري يستفيد منها بس انا كنت حابه اقرا كلمات عزيزي د ياسر في الموضوع ده خصوصا انه بياسرني بكلماته بدا الكتاب يشدني من فصل ازهاق النفس زمان الوجع اللي بدات احسه من اول الفصل ده وانا بدخل جوه الكتاب كان غير طبيعي كم الخيبات اللي قريتها كانت بتعصر قلبي الكتاب صعب حالات الانتحار اللي الكتاب متكلم عنها اصعب الوضع بائس الياس اللي حسيته مع كل حاله انتحار الكتاب اتكلم عنها ارهقني لكن فيه حالات انتحار تانيه حسيت ان صاحبها اناني وهو بينتحر لانه مبيفكرش في غيره ، وفي اللي هيسيبهم دول هيواجهوا العالم ازاي الكتاب مبذول فيه جهد جبار لكن برضه كان نفسي يبقي احسن من كده بس مقدرش اقول غير شكرا د ياسر علي العمل ده
0,Negative,عجبتني بس مش بنفس مستوي العنكبوت يمكن لو كنت قريتها قبل العنكبوت كان الموضوع هيختلف لكن العنكبوت كانت اقوي كتير فعشان كده محستش بدي اوي
1,Positive,مناسب وبسعر مناسب تعامل الطاقم ومرونتهالسعرمدير الاستقبال الاستاذ محمد و تعاونه وسرعه استجابته الفوريه تصميم عصري و جميل للغرف
2,Mixed,مرضي نظافه الغرف،، والغرف جميله وجديده ومرتبه وواسعه بوفيه الافطار كبير ومتنوع بعد الفندق عن الحرم النبوي ، والسيارات الكثيره امام البوابه الخلفيه تعيق حركه المشاه ، واسوء شي نظام الدخول متاخر جدا الدخول عصرا وهذا شي جدا سيئ
0,Negative,لم اخذ راحتي بالفندق موقعه ممتاز ونظيف لم يعجبني عدم اهتمامهم بالنزلا حيث لم يقدمو خدمه جيده وايضا قام احد الموظفين بحجز غرفه انا ساكن فيها ودخلو علي اسره تم حجز غرفتي لهم وانا وعالتي نايمين كذالك الافطار بسيط جدا ولا يقدم ماكولات او اختيارات كثيره والمواقف ضيقه جدا
2,Mixed,حسن موقع الفندق سييء جدا مرتفع لا يصلح لكبار السن تهوات دوره المياه سيئه جدا و بين فتره وفتره تخرج رائحه كريها تنظيف الغرفه لازم تطلبهم والا مايجون ينظفون الغرفه النت سييء جدا
2,Mixed,هو كتاب حلو الصراحه عجبني طريقي تحليل الموضوع و طريقه التفكير الادله و الامثله المذكوره مقنعه بدرجه كبيره لكن للاسف الكلام ده لا ينطبق في رايي الا علي الربع الاول من الكتاب لكن بعد كده كان الكاتب يحاول باي شكل من الاشكال اثبات ان معظم الاحلام لها علاقه بالحاله الجنسيه للحالم او طاقاته المكبوته و تفسير اي شئ غامض علي انه ايحاء لاحتياج جنسي مثلا وهو ما ارفض تصديقه الكتاب في المجمل رائع ملئ بالافكار توجد به الكثير من المعلومات القيمه بخلاف ما ذكرت طبعا وملئ بالكثير من بعص الاحلام المسليه
0,Negative,يحزنا قليلا ان يكون تعارفنا الاول مع اديب المكسيك العظيم فوينتس و ربما المؤلف المفضل لدي ميلان كونديرا هو نوفيلا اورا التي باستثناء جو الغموض الكابوسي فيها لا تمتلك مقومات النوفيلا الناجحه و عندما نقول نوفيلا ناجحه نقصد العمل الروائي المكثف الذي يتوسط بين تبحر الروايه التقليديه و بين لمحات و ضغط القصه القصيره و يكون مثلنا الاعلي بها هي بالتاكيد نوفيلات ماركيز و جوجول و تشيخوف و كافكا ، تلك التي تعطينا كل متعه الروايه في زمن اقل و بتكثيف عاده مدهش لا شك ان البدايه مثيره للاهتمام ، خبر منشور في جريده عن وظيفه مربحه بمواصفات تتطابق بشكل محير مع بطلنا ، لكن اثاره الاهتمام تختفي في طيات نموذج مكرر بل و ملل لبيت اشباح و ذكريات تسوده عجوز جاوزت المئه لا تحتمي الا بارنبتها الصغيره و ابنت اخت فائقه الجمال بعيون خضراء و التالي هي نهايه صممت لتكون مفاجئه لكن لكثره استخدام حبكتها صارت متوقعه اسلوب الكتابه بصيغه المخاطب ممتعه ، الربط بين الخطوط قليله العدد متوفر لكننا نتوقع اكثر و اهم من عبقري المكسيك المعاصر القارئ حين يهم باستكشاف روائي جديد له يرغب في قراءه عمل مختصر نسبيا يعطيه لمحه عنه لكن اورا بدايه سيئه لكاتب شهد الجميع انه جيد ، نرجو من الله ان يعطينا الصبر و الوقت و قليل من الاراده و العمر لقراءه عمل اخر ل فوينتس دينا نبيل اغسطس
2,Mixed,مرضي المكان محترم جدا جدا الوجبات عاليه الثمن
1,Positive,الاديان اعظم من معتنقيها هذا ما خلصت اليه البحث عن شيء ملموس لم يعد يشكل هاجسا بالنسبه لي لا اريد ان اكون مثل امي التي لا تستطيع الصلاه الا امام الصليب وكان الله يسكنه لا اريد ان اكون فردا من قبائل ال ايفوغارو، لا اخطو خطوه الا برعايه تماثيل ال انيتو، تبارك عملي وترعي محاصيلي الزراعيه وتحرسني من الارواح الشريره ليلا لا اريد ان اكون مثل تشانغ ارهن علاقتي مع الله بواسطه تمثال بوذا الذي احببت لا اريد ان استجلب البركه من مجسم يصور جسد حصان ابيض مجنح له راس امراه، كما يفعل بعض المسلمين في جنوب الفلبين هذا ما جال في خاطري بعد الانتهاء من قراءه روايه قئران امي حصه ما ورد علي لسان عيسي الطاروفي او هوزيه في روايه ساق البامبو لنفس الكاتب سعود السنعوسي فئران امي حصه هذا الكتاب الثاني الذي اقرؤه للكاتب سعود السنعوسي الذي يسلط الضوء في كتبه علي مشكلات مجتمعيه لا تمس الكويت وحدها بل تمس جميع شعوب العالم و لكن من زاويا مختلفه فبعد روايه ساق البامبوالتي عالجت قضيه الخدم الفلبينين و البدون تاتي روايه فئران امي حصه لتعالج قضيه التطرف الديني و منها امسك اخوه بذراعي و علي وجهه رجاء لسماع اجابتي و هو يقسم بانه اخر سؤال مد سبابته الصغيره الي الاعلي الله سبحانه و تعالي شيعي و الا سني ؟؟؟ تقلصت امعائي خلت السماء تهتز استغفر الله حبيبي انت تقول الله سبحانه و تعالي يعني الله اعلي من الاثنين و اعلي من كل شيء اكثر ما استفزني بكل الروايه و هو الموقف الفلسيطني من احتلال العراق للكويت لماذا ايد الفلسطينيون صدام حسين في احتلال العراق للكويت و هتفوا له ؟ اليست رابطه الدين و الدم العربي توحدنا ؟الم يكن الفلسطينين جيرانا لهم في ارضهم ؟ الم يهتقوا ضد اسرائيل قبل الحرب ؟ الطائفيه مزقتنا اربا اربا حتي غدونا لقمه سائقه او حتي اصبحنا غير صالحين للقضم
1,Positive,تغيير جو الموقع جميل الفندق جميل النظافه رائعه طاقم العمل جميل كل شيء اعجبني بصراحه طلبت غرفه لغير المدخنين ولم يتم تنفيذ طلبي
2,Mixed,مقبول نظيف وهادئ لا يوفر مواصلات للحرم علي مدار الساعه كما هو مكتوب لم اجد مواصلاتهم لمده يومينالاستقبال وخدمه الغرف لا يردون علي الاتصالات من الغرف غالبالا توجد سله زباله الا في الحمام خدمه تنظيف الغرف غير موجوده، طلبت الخدمه الساعه م وتركت الغرفه ورجعت الساعه صباحا لقيت الغرفه لم تنظف
1,Positive,ما اجملها من روايه اسرتني منذ الوهله الاولي حتي النهايه باحداثها وشخصيه ماريا المتعطشه للعلم والرياضيات ورفضها للاحداث التي تدور حولها وهي لازلت ابنه السادسه عشر فما اقساها من حياه عاشتها ومااجمل حب علي لها بالرغم من ارغامها علي قبوله بقسوه وجبروت الا انه سبب بقائها علي قيد الحياه حتي بعد وفاته
0,Negative,رحله دبي حداثه الاثاث موقع بعيد عن الخدمات نظام الفندق ضعيف جدا عدم وجود طاقم عمل علي درايه بنظام الفنادق في دبي
2,Mixed,ليس بالمستوي المطلوب السعر معقول مقارنه بالفنادق الاخري لا يبعد كثيرا عن المسجد الحرام سوء تعامل موظف الاستقبال حيث كان وقت الوصول الساعه السادسه مساء و من المتوقع ان تكون الغرفه جاهزه و لكنها لم تكن بحيث اظطريت للانتظار انا و اطفالي لده نصف ساعه السرير لم يكن سريرا كبيرا بل سريران منفصلان موضوعين بجانب بعضهما البعض الخدمه تتاخر عند طلبها تنظيف الغرف لا يحدث في الوقت المطلوب لازدحام الفندق المواقف محدوده و ضيقه
0,Negative,كتاب لطيف وظريف عباره عن قصص طريفه باسلوب ساخر يحوي الكثير من فلسفه المتزوج المجرب صاحب التجارب المضحكه المبكيه بالنهايه لن تترك هذا الكتاب الا وقد اتسمع علي شفتيك ابتسامه جميله ولهيك رح يكون نهارك سعيد
0,Negative,واحده من اقل روايات الكاتب المبدع، جاهدت لانهيها، فكره اتهرست مائه مره قبل كده، عن مخبول يري المستقبل، سيدي الكاتب بطل روايتك ستجد منه الالاف بجوار مسجد السيده زينب، اعجبني تجسيد شخصيه سلوي عمران و تعبير الكاتب الدقيق عن دوره حياه شهوه الرجل للمراه، الروايه في مجملها متوسطه
2,Mixed,رضوي كانت متقنه حد الكمال في الفصل الاول اللي بيحكي عن خديجه في فصل سوسن وعلي الرغم من كون تكنيك الروايه والسرد عبقري الا انها اسرعت في تفاصيل ولم تتوقف باختصار رضوي عاشور كانت بتجري وهي بتكتب سوسن كان ممكن تبقي اروع ودا ميمنعش ان حكي رضوي في المطلق امتاع شكرا رضوي
1,Positive,انتهيت في جلستين متباعدتان نسبيا من قراءه راويه قميص يوسف للمبدع سلطان فيصل تحكي الروايه بلغه بسيطه سلسه قصه يوسف ما بين المجتمع والعادات والمشاعر والتخبط في احداث وتفاصيل تلمس واقعنا بشكل كبير الروايه قمه في الروعه والجمال في ابراز الاحداث والتفاصيل اللتي قد لا تنتبها لها والخط الدرامي للقصه لتحاول ربط خيوط القصه لتكتشف في النهايه حبكه لغويه دراميه غير متوقع اتقنها الكاتب بحرفيه ادبيه جميله وراقيه ابدع الكاتب في خلق جو من التساؤلات في مجمل الروايه لخبايا النفس البشريه وكذلك انهاها بصدمه تستحق التفكير رغم كونها روايه الكاتب الاولي لكنها وضعته في مصاف كبار الكتاب ورفعت سقف التوقعات للروايه التاليه وفي رايي الشخصي هي روايه تستحق الترشيح والفوز بجائزه البوكر العربيه
2,Mixed,مقبول وسع الشقه و قربه من امرتس مول صوت مزعج طول اليوم موظفين الاسقبال ما يعرفون شغلهم و سحبوا عن مبلع الحجز مرتين ومبلغ الفطور سحبوه فالمره الثالثه رغم اني طالبه فطور مع الحجز الفطور كارثي الاكل شحيح و معظم صحون التقديم فاضيه من الاكل لين نطلب منهم ايبون لنا يبالهم بعد وقت البوابه الخارجيه لباركات ما يفتح بسهوله
1,Positive,فندق جيد النظافه المسبح الغرف وسيعه المصاعدممتازه ازعاج المراقص النت ضعيف جدا
1,Positive,رائع النظافه والهدوء وديكور الفندق ممتاز الرقم الموحد الهاتف المجاني والاستقبال لم يكن بالقدر الكافي متعاون
2,Mixed,حسن بعد الخدمات عن الفندق
0,Negative,علي الرغم من اعجابي الكبير للشاعر امل دنقل، الا اني لم اعجب بالكفريات في هذه القصيده في المدي قرطاجه بالنار تحترق قرطاجه كانت ضمير الشمس قد تعلمت معني الركوع و العنكبوت فوق اعناق الرجال و الكلمات تختنق يا اخوتي قرطاجه العذراء تحترق فقبلوا زوجاتكم ، اني تركت زوجتي بلا وداع و ان رايتم طفلي الذي تركته علي ذراعها بلا ذراع فعلموه الانحناء علموه الانحناء علموه الانحناء
1,Positive,ممتازه حسن الاستقبال ورحابه صدر العاملين مع قرب الفندق للحرم الافطار جد سيء مقارنه مع نفس الفندق بالمدينه المنوره
1,Positive,هي انتهت بدري ولا انا بيتهيالي ؟ مش عارفه يمكن انا مش مركزه الافكار اللي تحملها الروايه عظيمه هبقي اكتب ريفيو بقي اما ابقي مركزه
1,Positive,مكان موفق تصميم الغرف النظافه اللوبي الشبابيك غير امنه مع الاطفالالاحمام يفترض يكون افضل
0,Negative,لقد اصاب الشعر مرض لن يبرا منه ابدا وهذا المرض اسمه التفعيله التصاوير الفنيه في هذا الديوان متكلفه والوزن يكسر كثيرا اعذر من قيم الديوان بخمس نجمات وذلك لان المحب قد تشتعل لوعته لابسط كلمه في الحب والعشق كالجريح الذي يلتهب جرحه من ذره ملح واحده هناك من الشعر ما يهيج المحبين والمشتاقين فقط ومثله هذا الديوان فالعاشق قد تشتد لوعته لمجرد ان يري كلمه احبك مكتوبه علي احد الجدران لكن الشعر الحقيقي هو ما يلهب قلب الناس جميعا فيشتاق غير المحب الي الحب لمجرد سماعه له اسمع معي قول ابن الفارض واسال نجوم الليل هل زار الكري جفني، وكيف يزور من لم يعرف؟ لا غرو ان شحت بغمض جفونها عيني وسحت بالدموع الدرف وبما جري في موقف التوديع من الم النوي ، شاهدت هول الموقف ان لم يكن وصل لديك، فعد به املي وماطل ان وعدت ولا تفي والله ان لهذا الشعر لسحرا حقيقه هذا الديوان ينفع لعشاق المدارس المراهقين الذين لم يسمعوا عن الشعر شيئا كثيرا
0,Negative,تقلباتها النفسيه عجيبه جدا، فليست الانوثه مهانه كما تزعم والمجتمع لا يعاملها علي هذا الاساس والاهم؛ الاسلام عزز من قيمه المراه
2,Mixed,تحتاج فع الي كوب شاي بالنعناع اثناء قراءه هذا الكتاب لتستمع بما فيه الكتاب ملئ بالفوائد لكن فقط لمن يستطيع ان يقتنصها
0,Negative,ممله جدا جدا وطريقه السرد بشعه وتشبه كثيرا مسلسل حريم السلطان
